0.001 0.00760819 0.00760787 | 1.486620391218 147.479261044318 -0.000000005216 -0.000000005216
0.101 0.00757825 0.00757818 | 0.914469131940 148.051438080623 0.000025771811 0.000025777027
0.201 0.00759077 0.00759069 | 1.608754124620 147.357136610849 0.000009294717 -0.000016477094
0.301 0.00804498 0.00804488 | 2.652532991286 146.313363492050 0.000015042583 0.000005747866
0.401 0.00828681 0.00828674 | 3.946423650593 145.019472629607 0.000014839448 -0.000000203135
0.501 0.00809142 0.0080522 | 5.457844543160 143.508052248030 0.000015350437 0.000000510989
0.601 0.00809733 0.00805754 | 7.160135027569 141.805762031203 0.000015618019 0.000000267583
0.701 0.00811244 0.00807244 | 9.047423074775 139.918474002225 0.000015636247 0.000000018227
0.801 0.00776949 0.0077694 | 11.107117444260 137.858779816404 0.000015819911 0.000000183664
0.901 0.00837623 0.00837617 | 13.320487875941 135.645409458637 0.000015893825 0.000000073914
